ID_Client,ID_Shop,Sex,Age,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,MONTHS_IN_RESIDENCE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,TARGET_LABEL_BAD,BIN_FLAG_MOTHERS_NAME,BIN_FLAG_FATHERS_NAME,BIN_FLAG_RESIDENCE_TOWN_WORKING_TOWN,BIN_FLAG_RESIDENCE_STATE_WORKING_STATE,BIN_FLAG_RESIDENCIAL_ADDRESS_POSTAL_ADDRESS,CAT_MARITAL_STATUS,CAT_RESIDENCE_TYPE
46,23,1,66,31,12,0,48,288,918,0.0,365.0,0,0,1,1,1,1,1,0,0
47,20,0,23,50,3,0,12,24,251,0.0,355.0,0,0,1,1,1,1,1,0,3
48,66,1,31,31,3,0,360,0,720,1200.0,840.0,0,0,1,1,0,1,1,1,0
49,3,1,18,50,12,0,96,12,205,0.0,350.0,0,1,1,1,0,1,1,0,0
50,24,1,43,31,18,0,96,240,501,0.0,350.0,0,0,1,1,0,1,1,1,1
51,25,1,34,31,28,0,120,24,205,0.0,500.0,0,0,1,1,1,1,1,0,0
52,24,1,23,50,18,0,276,24,950,0.0,300.0,0,0,1,1,0,1,1,0,0
53,6,1,17,34,12,0,216,24,62,0.0,200.0,0,1,1,1,1,1,1,2,0
54,9,1,40,5,25,0,0,24,210,0.0,331.0,0,0,1,1,1,1,1,0,0
55,6,1,35,50,25,0,12,36,703,0.0,400.0,0,1,1,1,0,1,1,0,1
56,23,1,19,31,12,0,12,12,205,0.0,372.0,0,0,1,0,1,1,1,0,1
57,20,1,42,31,12,0,60,36,999,0.0,472.0,0,0,1,1,1,1,1,0,1
58,19,1,32,31,1,0,120,12,999,0.0,733.0,0,0,1,1,1,1,1,0,0
59,23,0,20,31,8,0,24,12,999,0.0,545.0,1,0,1,1,1,1,1,0,0
60,3,1,53,31,18,0,240,36,950,0.0,300.0,0,0,1,1,0,1,1,1,0
61,13,1,23,31,22,0,72,24,53,0.0,375.0,0,0,1,1,0,1,1,0,0
62,55,1,21,31,25,0,216,0,24,0.0,292.0,0,0,1,1,0,1,1,0,3
63,55,1,62,31,12,0,300,48,13,0.0,380.0,0,0,1,1,0,1,1,0,0
64,25,1,32,31,1,0,96,24,41,0.0,1805.0,0,0,1,1,1,1,1,1,0
65,20,0,19,31,12,0,12,12,999,0.0,240.0,0,1,1,1,1,1,1,0,0
66,24,1,21,31,8,0,0,12,40,0.0,410.0,0,0,1,1,1,1,1,0,1
67,1,1,38,50,12,0,144,108,205,0.0,180.0,0,0,1,0,1,1,1,2,0
68,25,1,45,31,18,0,84,84,307,0.0,700.0,0,0,1,1,1,1,1,0,3
69,12,0,19,50,18,0,228,0,702,0.0,200.0,0,1,1,1,0,1,1,0,0
70,22,1,18,31,12,0,12,12,801,0.0,197.0,0,0,1,1,1,1,1,0,1
71,19,1,50,31,28,0,408,0,999,0.0,2000.0,0,0,1,1,0,1,1,1,0
72,55,0,39,50,12,0,60,120,999,0.0,815.0,0,0,1,1,1,1,1,1,0
73,14,1,75,31,8,0,48,0,2,0.0,3900.0,0,0,1,1,0,1,1,1,0
74,17,1,38,31,12,0,96,12,999,0.0,200.0,0,0,1,1,0,1,1,1,0
75,20,1,58,31,18,0,108,120,13,0.0,180.0,0,0,1,1,0,1,1,1,1
76,21,1,40,31,12,0,156,144,131,1000.0,400.0,0,0,1,1,1,1,1,1,3
77,8,1,23,31,12,0,216,12,992,0.0,210.0,0,1,1,1,0,1,1,0,0
78,22,0,24,31,3,0,288,24,520,0.0,355.0,0,0,1,1,0,1,1,0,0
79,10,1,23,31,23,0,216,12,40,0.0,277.0,0,0,1,1,1,1,1,1,0
80,10,1,24,31,18,0,36,0,30,0.0,240.0,0,0,1,1,1,1,1,0,0
81,3,0,32,31,8,0,48,168,514,890.0,1000.0,0,1,1,1,0,1,1,1,1
82,55,1,53,23,18,0,360,180,13,0.0,333.0,0,0,1,1,0,1,1,1,0
83,55,1,62,31,8,0,360,0,13,0.0,470.0,0,0,1,1,0,1,1,3,0
84,15,0,19,31,20,0,60,48,39,0.0,154.0,0,0,1,1,1,1,1,0,0
85,21,1,45,31,8,0,240,276,999,0.0,542.0,0,0,1,0,1,1,1,1,0
86,11,1,38,31,8,0,72,12,1,0.0,21193.0,0,0,1,1,1,1,1,4,0
87,20,1,58,31,25,0,12,12,132,0.0,1875.0,0,0,1,1,1,1,1,1,1
88,18,0,34,50,28,0,12,12,40,0.0,250.0,0,0,1,1,1,1,1,1,1
89,25,1,41,31,18,0,12,240,501,0.0,200.0,0,0,1,1,0,1,1,1,1
90,16,1,20,31,28,0,24,0,950,0.0,350.0,0,0,1,1,0,1,1,0,1
91,10,0,20,50,8,0,216,24,514,0.0,764.0,1,0,1,1,1,1,1,0,2
92,21,1,34,31,12,0,24,168,205,0.0,400.0,0,0,1,1,1,1,0,0,1
93,24,1,19,50,12,0,36,12,61,0.0,200.0,0,1,1,0,1,1,1,0,2
94,24,0,41,50,20,0,180,24,865,0.0,800.0,1,1,1,1,0,1,1,1,0
95,16,0,50,31,3,0,240,324,158,0.0,1518.0,1,0,1,1,0,1,1,1,0
96,21,0,44,31,25,0,60,60,100,0.0,1000.0,0,0,1,1,1,1,0,0,0
97,17,1,38,31,12,0,288,12,263,0.0,700.0,0,1,1,1,0,1,1,0,0
98,4,0,23,31,20,0,252,12,950,0.0,296.0,0,1,1,1,1,1,1,0,2
99,22,1,19,31,1,0,228,0,30,0.0,340.0,0,0,1,1,1,1,1,0,2
100,2,1,21,31,1,0,12,0,60,0.0,180.0,0,0,1,1,1,1,1,0,0
101,55,1,26,31,25,0,120,0,953,0.0,400.0,0,1,1,1,0,1,1,0,0
102,12,1,57,31,18,0,36,0,703,0.0,519.0,0,0,1,1,0,1,1,1,0
103,8,1,49,31,18,0,120,0,703,0.0,336.0,0,0,1,1,0,1,1,3,0
104,5,1,61,5,20,0,240,0,703,0.0,1600.0,0,0,1,1,0,1,1,3,0
105,15,1,19,31,28,0,228,12,999,0.0,219.0,0,1,1,1,1,1,1,0,0
106,7,0,26,5,18,0,36,36,70,0.0,2000.0,1,0,1,1,1,1,1,1,0
107,25,0,28,31,1,0,12,12,999,0.0,1029.0,0,0,1,0,1,1,1,0,1
108,13,1,28,31,12,0,24,24,992,0.0,1000.0,0,0,1,1,0,1,1,0,0
109,15,0,56,31,12,0,300,12,13,0.0,306.0,0,0,1,1,0,1,1,1,0
110,20,1,20,31,8,0,48,12,855,0.0,244.0,0,1,1,1,1,1,1,0,0
111,1,0,28,50,8,0,336,12,110,0.0,450.0,0,0,1,1,0,1,1,2,0
112,24,1,45,31,3,0,180,0,720,996.0,996.0,0,0,1,1,0,1,1,1,0
113,20,1,45,31,12,0,36,36,24,0.0,465.0,0,0,1,1,1,1,1,1,0
114,25,0,22,31,12,0,120,12,213,0.0,400.0,0,1,1,1,1,1,1,0,0
115,25,1,38,31,8,0,72,168,807,0.0,300.0,0,0,1,1,1,1,1,0,1
116,11,1,30,31,8,0,48,24,717,0.0,1600.0,0,0,1,1,1,1,1,1,3
117,19,1,51,31,8,0,24,0,704,0.0,452.0,0,0,1,1,0,1,1,1,0
118,25,1,37,31,18,0,156,108,999,0.0,380.0,0,0,1,1,1,1,1,0,0
119,15,1,55,31,18,0,336,0,656,0.0,0.0,0,0,1,1,0,1,1,1,0
120,25,1,48,31,8,0,156,204,999,0.0,1300.0,1,0,1,1,1,1,1,1,0
121,25,0,64,31,8,0,36,48,38,0.0,458.0,0,0,1,1,0,1,0,2,0
122,23,1,41,31,12,0,36,72,712,0.0,820.0,0,0,1,1,1,1,1,4,0
123,22,1,36,50,3,0,132,60,950,1200.0,500.0,1,0,1,1,0,1,1,1,0
124,25,1,52,31,12,0,360,252,251,0.0,400.0,0,0,1,1,1,1,1,0,0
125,13,0,31,31,28,0,372,0,721,0.0,800.0,0,1,1,1,0,1,1,1,0
126,25,0,18,50,8,0,216,36,24,0.0,280.0,0,0,1,1,0,1,1,0,0
127,25,1,52,5,8,0,300,60,13,0.0,1399.0,0,0,1,1,0,1,1,1,0
128,9,1,41,5,12,0,84,0,720,3200.0,0.0,0,0,1,1,0,1,1,1,0
129,25,0,18,50,20,0,120,60,865,0.0,600.0,0,0,1,1,0,1,1,0,0
130,21,1,37,31,1,0,360,60,999,0.0,420.0,0,0,1,1,1,1,1,0,0
131,24,1,19,31,12,0,228,12,46,0.0,381.0,0,0,1,1,1,1,1,0,2
132,12,0,25,31,3,0,120,0,992,0.0,598.0,2,0,1,1,0,1,1,0,0
133,1,1,50,50,3,0,60,300,305,0.0,2326.0,2,0,1,1,1,1,1,0,0
134,25,1,46,50,18,0,192,84,703,0.0,656.0,0,0,1,1,0,1,1,3,0
135,25,1,34,31,3,0,72,132,24,0.0,692.0,1,0,1,1,0,1,0,1,1
136,66,1,51,31,12,0,492,36,950,0.0,400.0,0,1,1,1,0,1,1,2,0
137,10,0,57,31,8,0,120,240,514,0.0,4000.0,1,0,1,1,1,1,1,1,0
138,3,0,64,31,8,0,108,96,707,0.0,449.0,1,0,1,1,0,1,1,1,0
139,55,1,36,31,18,0,24,48,950,0.0,550.0,0,0,1,1,0,1,1,0,0
140,16,1,34,31,28,0,60,84,205,0.0,540.0,0,0,1,1,0,1,1,0,2
141,20,0,19,50,12,0,180,12,63,0.0,182.0,0,0,1,1,1,1,1,0,0
142,10,0,43,31,3,0,60,48,863,0.0,1300.0,1,0,1,1,1,1,1,1,0
143,16,0,21,31,12,0,252,12,24,0.0,474.0,0,1,1,1,1,1,1,0,0
144,17,0,50,31,20,0,12,36,999,0.0,1600.0,0,1,1,1,0,1,1,3,0
145,12,0,49,31,25,0,60,0,13,0.0,502.0,1,0,1,1,0,1,1,0,0
146,11,0,32,50,18,0,12,24,26,0.0,226.0,0,0,1,1,1,1,1,0,3
147,24,1,62,31,25,0,360,12,13,0.0,727.0,0,0,1,1,0,1,1,4,0
148,13,1,22,31,28,0,264,0,100,0.0,380.0,0,0,1,1,0,1,1,0,0
149,3,1,19,31,12,0,144,0,999,0.0,701.0,1,0,1,1,1,1,1,1,0
150,1,1,20,31,3,0,240,12,806,0.0,309.0,0,0,1,0,0,1,1,0,2
151,25,0,22,50,8,0,24,0,999,0.0,202.0,0,0,1,1,1,1,1,0,1
152,8,0,22,31,8,0,264,12,118,0.0,350.0,0,0,1,1,0,1,1,0,0
153,7,0,21,5,20,0,228,12,806,0.0,300.0,0,1,1,1,1,1,1,0,0
154,25,1,36,50,12,0,36,24,125,0.0,2164.0,0,1,1,1,1,1,1,0,1
155,3,1,55,31,1,0,36,180,131,0.0,1200.0,0,1,1,0,0,1,1,1,1
156,55,1,47,31,12,0,456,36,13,0.0,1030.0,0,0,1,1,0,1,1,0,0
157,22,1,18,50,25,0,156,12,806,0.0,293.0,0,0,1,0,1,1,1,0,0
158,12,0,21,31,8,0,60,12,265,0.0,296.0,0,0,1,1,1,1,1,0,0
159,17,1,24,31,8,0,12,12,205,0.0,500.0,0,0,1,1,0,1,1,0,1
160,21,1,36,31,12,0,180,180,40,0.0,382.0,0,0,1,1,1,1,0,0,3
161,6,1,36,5,20,0,384,24,950,0.0,180.0,0,0,1,1,0,1,1,0,0
162,22,0,27,50,18,0,48,24,999,0.0,575.0,0,1,1,1,1,1,1,0,0
163,55,1,28,50,12,0,12,24,801,0.0,700.0,0,0,1,1,1,1,1,0,1
164,9,1,45,5,12,0,120,216,117,0.0,2000.0,0,0,1,1,1,1,1,0,1
165,15,1,40,31,8,0,36,12,855,0.0,291.0,0,0,1,0,1,1,1,1,0
166,25,0,30,31,12,0,12,0,992,0.0,270.0,0,0,1,1,1,1,1,2,0
167,16,0,21,31,28,0,36,12,707,0.0,378.0,0,0,1,1,0,1,1,0,1
168,25,1,27,31,12,0,36,0,654,0.0,669.0,0,1,1,1,0,1,1,0,0
169,25,1,31,31,18,0,240,36,999,0.0,1520.0,2,0,1,1,0,1,1,0,0
170,22,0,74,50,8,0,360,12,13,0.0,1316.0,1,1,1,1,0,1,1,1,0
171,11,1,47,31,18,0,60,60,117,0.0,2500.0,0,0,1,1,0,1,1,1,0
172,55,0,24,31,23,0,96,60,110,460.0,476.0,1,0,1,1,1,1,1,1,0
173,55,1,34,31,3,0,240,48,13,0.0,250.0,0,1,1,1,0,1,1,0,0
174,55,1,23,31,25,0,24,12,266,0.0,450.0,0,0,1,1,1,1,1,0,2
175,20,1,57,31,12,0,276,0,13,0.0,2200.0,0,0,1,1,0,1,1,4,0
176,25,0,31,50,18,0,36,0,953,0.0,705.0,0,0,1,1,1,1,1,1,0
177,22,1,35,31,28,0,120,216,950,0.0,2500.0,0,0,1,1,0,1,1,2,0
178,6,1,31,50,1,0,12,12,251,200.0,180.0,0,0,1,1,1,1,1,1,0
179,7,0,43,5,18,0,72,216,514,0.0,1050.0,0,0,1,1,0,1,1,1,0
180,55,1,19,50,20,0,24,12,61,0.0,500.0,0,1,1,1,1,1,0,0,3
181,17,1,22,31,25,0,120,36,61,0.0,350.0,0,0,1,1,0,1,1,0,0
182,3,0,65,31,12,0,324,36,13,0.0,180.0,0,0,1,1,0,1,1,1,0
183,7,0,20,1,3,0,240,24,514,0.0,350.0,0,0,1,1,0,0,0,0,2
184,22,0,38,31,20,0,60,36,167,0.0,962.0,1,1,1,1,0,1,1,1,0
185,8,1,38,31,8,0,36,24,501,0.0,700.0,0,0,1,1,0,1,1,0,0
186,24,0,19,31,12,0,180,36,254,0.0,255.0,0,1,1,1,0,1,1,0,0
187,19,1,53,31,23,0,84,12,205,0.0,420.0,0,0,1,1,1,1,1,3,0
188,25,1,27,31,3,0,60,108,863,1800.0,1300.0,0,0,1,1,1,1,1,1,2
189,25,1,37,31,8,0,360,60,205,0.0,550.0,0,0,1,1,1,1,1,0,0
190,22,1,35,50,20,0,36,48,26,0.0,241.0,0,0,1,1,1,1,1,2,0
191,17,0,39,31,25,0,72,72,999,0.0,340.0,0,0,1,1,1,1,1,1,0
192,25,1,43,31,8,0,36,12,992,0.0,570.0,0,0,1,1,0,1,1,1,1
193,22,0,20,50,28,0,240,24,508,0.0,650.0,0,1,1,1,0,1,1,1,0
194,16,1,36,31,25,0,12,0,999,0.0,0.0,0,0,1,1,0,1,1,2,0
195,22,1,26,31,20,0,36,12,165,0.0,180.0,0,0,1,1,0,1,1,1,0
196,3,0,24,31,12,0,72,60,706,0.0,480.0,0,1,1,0,0,1,1,2,0
197,1,1,24,31,8,0,60,12,264,0.0,203.0,0,1,1,1,1,1,0,0,0
198,22,0,40,31,12,0,12,168,514,0.0,1064.0,1,0,1,0,0,1,1,1,1
199,2,1,20,31,3,0,156,12,26,0.0,235.0,0,1,1,1,1,1,1,0,0
200,23,1,43,31,28,0,60,36,110,0.0,350.0,0,0,1,1,1,1,1,0,0
201,24,0,21,31,8,0,24,12,999,0.0,309.0,0,0,1,0,0,1,1,0,1
202,22,1,34,31,8,0,240,60,950,0.0,800.0,0,0,1,1,0,1,1,0,0
203,11,0,18,31,9,0,12,12,63,0.0,256.0,0,0,1,1,1,1,0,0,1
204,55,1,23,31,28,0,0,36,703,0.0,399.0,0,1,1,1,0,1,1,3,1
205,25,1,37,31,18,0,336,48,905,0.0,1042.0,0,0,1,1,1,1,1,0,2
206,16,1,28,31,12,0,12,12,222,0.0,546.0,1,0,1,1,0,1,1,1,0
207,16,1,56,31,1,0,144,0,999,0.0,400.0,0,0,1,1,0,1,1,1,0
208,16,1,41,31,23,0,360,0,703,0.0,445.0,0,0,1,1,0,1,1,3,0
209,11,0,29,31,3,0,12,24,999,0.0,530.0,0,0,1,1,1,1,1,0,3
210,25,1,54,31,12,0,372,60,703,0.0,340.0,0,0,1,0,0,1,1,4,0
211,19,1,31,31,12,0,240,72,999,0.0,1230.0,0,0,1,1,1,1,1,0,0
212,2,0,20,31,28,0,252,0,213,0.0,239.0,0,0,1,1,1,1,1,0,2
213,5,1,18,50,18,0,48,0,251,0.0,200.0,0,0,1,1,0,1,1,0,2
214,22,0,39,50,12,0,240,180,999,0.0,1000.0,0,0,1,1,0,1,1,1,0
215,10,1,44,31,8,0,48,288,713,0.0,1223.0,2,0,1,1,1,1,1,1,0
216,25,0,30,50,12,0,96,144,514,0.0,863.0,0,1,1,1,0,1,1,0,2
217,55,0,34,31,12,0,324,24,26,0.0,280.0,0,0,1,1,0,1,1,2,0
218,25,0,21,50,18,0,36,24,218,0.0,247.0,0,0,1,1,1,1,1,0,2
219,12,1,39,31,8,0,48,36,205,0.0,300.0,0,0,1,1,1,1,1,0,1
220,66,0,20,31,16,0,240,12,999,0.0,450.0,0,0,1,1,1,1,1,0,0
221,25,0,47,31,12,0,180,84,202,0.0,1000.0,0,0,1,1,1,1,1,1,0
222,24,1,21,50,12,0,12,12,703,0.0,700.0,0,1,1,1,0,1,1,0,0
223,15,1,45,31,20,0,276,12,205,0.0,203.0,0,0,1,0,1,1,1,4,0
224,19,1,58,31,28,0,276,0,999,0.0,300.0,0,0,1,1,0,1,1,1,0
225,24,0,42,31,20,0,168,12,202,0.0,480.0,0,0,1,1,0,1,1,1,0
226,12,0,53,31,8,0,336,0,13,0.0,1040.0,0,1,1,1,0,1,1,1,0
227,5,0,18,23,18,0,24,0,999,0.0,200.0,0,0,1,1,0,1,1,0,2
228,23,1,19,31,28,0,228,12,999,0.0,600.0,0,1,1,1,0,1,1,0,1
229,1,0,36,50,8,0,108,12,707,0.0,204.0,0,1,1,1,1,1,1,1,0
230,25,1,42,31,20,0,276,0,205,0.0,180.0,0,0,1,1,1,1,1,1,0
231,10,1,41,31,12,3,204,0,123,0.0,300.0,0,0,1,1,0,1,1,1,0
232,16,0,24,31,8,0,168,48,26,0.0,321.0,0,0,1,1,1,1,1,1,0
233,11,1,28,31,20,0,36,12,40,0.0,900.0,0,0,1,1,1,1,1,1,0
234,25,1,23,31,12,0,276,0,999,0.0,0.0,0,0,1,1,0,1,1,0,2
235,55,1,38,31,12,0,12,0,205,0.0,360.0,0,0,1,1,0,1,1,2,1
236,25,1,35,31,12,0,48,24,26,0.0,390.0,0,0,1,1,0,1,1,0,0
237,15,1,30,31,8,0,36,24,35,0.0,1300.0,1,0,1,1,1,1,1,1,0
238,4,1,22,50,11,0,12,12,40,0.0,220.0,0,0,1,1,1,1,1,0,2
239,20,1,41,31,1,0,36,24,38,0.0,559.0,0,0,1,1,1,1,1,0,2
240,11,1,36,31,18,0,108,12,34,0.0,1220.0,0,0,1,1,1,1,1,1,1
241,3,1,26,50,20,0,24,24,728,0.0,3000.0,0,0,1,1,0,1,0,1,0
242,25,1,33,50,25,0,60,12,26,0.0,340.0,0,1,1,1,1,1,1,0,0
243,55,1,24,31,8,0,24,12,61,0.0,200.0,0,1,1,1,1,1,1,0,1
244,22,1,39,31,28,0,360,0,999,0.0,180.0,0,0,1,1,0,1,1,1,0
245,24,1,60,31,20,0,72,48,13,0.0,1909.0,0,0,1,1,0,1,1,4,0
246,96,1,38,31,8,0,12,0,13,0.0,350.0,0,0,1,1,0,1,1,0,0
247,25,0,18,31,1,0,180,12,24,0.0,360.0,0,0,1,1,1,1,1,0,0
248,10,1,46,50,20,0,120,252,999,0.0,3000.0,1,0,1,1,1,1,1,1,0
249,22,1,17,31,28,0,36,12,801,0.0,180.0,0,0,1,1,0,1,1,0,0
250,12,0,19,31,28,0,24,0,702,0.0,300.0,0,1,1,1,0,1,1,0,2
251,22,1,38,31,12,0,480,0,999,0.0,180.0,0,0,1,1,1,1,1,1,0
252,24,1,48,31,18,0,24,156,999,0.0,640.0,0,0,1,1,1,1,1,3,1
253,15,1,39,33,20,0,204,24,305,0.0,1285.0,2,0,1,1,1,1,1,1,0
254,25,1,55,31,12,0,48,48,205,0.0,240.0,0,0,1,1,0,1,1,0,3
255,6,1,51,50,18,0,612,264,132,450.0,630.0,0,0,1,1,1,1,1,1,0
256,19,1,52,31,8,0,204,0,168,0.0,387.0,0,0,1,1,0,1,1,3,0
257,22,1,42,31,28,0,240,24,950,0.0,550.0,0,0,1,1,0,1,1,2,0
258,55,0,38,31,20,0,48,48,40,0.0,870.0,0,0,1,1,0,1,1,0,3
259,15,1,22,31,18,0,264,60,999,0.0,500.0,0,0,1,1,1,1,1,0,0
260,24,0,21,31,8,0,12,24,514,0.0,714.0,0,0,1,1,1,1,1,0,1
261,1,0,28,31,20,0,24,12,801,0.0,510.0,0,0,1,1,0,1,1,1,0
262,15,1,71,31,25,0,540,12,13,0.0,180.0,0,0,1,1,0,1,1,0,0
263,20,0,18,31,12,0,216,12,514,0.0,610.0,1,0,1,1,0,1,1,0,0
264,25,1,23,31,12,0,276,12,26,0.0,200.0,0,0,1,1,1,1,1,0,0
265,9,1,18,5,8,0,120,24,999,0.0,322.0,0,0,1,1,0,1,1,0,0
266,10,0,33,31,18,0,360,108,158,0.0,560.0,0,0,1,1,0,1,1,1,0
267,9,1,16,5,12,0,168,0,853,0.0,227.0,0,0,1,1,0,1,1,0,0
268,25,1,19,31,1,0,12,12,302,0.0,200.0,0,0,1,1,0,1,1,1,0
269,55,1,38,50,25,0,60,60,166,1500.0,300.0,0,0,1,1,0,1,1,1,0
270,17,0,18,50,8,0,228,12,514,0.0,152.0,0,1,1,1,0,1,1,0,2
271,12,1,22,31,28,0,24,0,165,0.0,600.0,0,0,1,1,0,1,1,0,0
272,20,1,47,31,12,0,336,120,717,0.0,1500.0,0,0,1,1,1,1,1,4,0
273,19,0,28,50,20,0,336,96,60,0.0,180.0,0,0,1,1,1,1,1,0,0
274,24,1,56,31,8,0,384,24,853,0.0,480.0,0,0,1,1,1,1,1,0,3
275,23,1,52,31,25,0,12,120,402,0.0,1500.0,1,1,1,1,0,1,1,1,1
276,55,1,48,50,12,0,180,0,801,0.0,220.0,0,0,1,1,1,1,1,2,0
277,23,0,30,31,1,0,60,12,251,0.0,379.0,0,0,1,1,1,1,1,0,0
278,55,1,27,31,18,0,36,0,132,0.0,852.0,0,0,1,1,1,1,1,0,1
279,25,1,22,50,8,0,276,24,654,0.0,500.0,0,1,1,1,1,1,1,0,2
280,20,0,52,31,25,0,144,108,522,0.0,529.0,2,0,1,0,1,1,1,1,0
281,1,0,53,31,18,0,264,288,222,0.0,698.0,2,0,1,1,0,1,1,1,0
282,21,1,44,31,18,0,24,48,35,0.0,729.0,1,0,1,1,0,1,1,1,1
283,7,1,30,5,25,0,324,12,654,0.0,326.0,0,1,1,1,0,1,1,0,2
284,1,0,27,31,3,0,132,12,12,0.0,1246.0,0,0,1,1,0,1,1,0,0
285,8,1,49,31,8,0,48,324,210,0.0,2199.0,1,0,1,1,1,1,1,0,0
286,1,0,27,31,20,0,96,24,13,0.0,271.0,0,0,1,0,0,1,1,0,0
287,20,0,19,31,20,0,12,12,253,0.0,1200.0,0,0,1,1,0,1,1,0,0
