?ID_Shop;Age;FLAG_RESIDENCIAL_PHONE;AREA_CODE_RESIDENCIAL_PHONE;PAYMENT_DAY;SHOP_RANK;MONTHS_IN_RESIDENCE;FLAG_MOTHERS_NAME;FLAG_FATHERS_NAME;FLAG_RESIDENCE_TOWN_WORKING_TOWN;FLAG_RESIDENCE_STATE_WORKING_STATE;MONTHS_IN_THE_JOB;MATE_INCOME;FLAG_RESIDENCIAL_ADDRESS_POSTAL_ADDRESS;PERSONAL_REFERENCE_1;PERSONAL_REFERENCE_2;PERSONAL_NET_INCOME;QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION;TARGET_LABEL_BAD;Sex_Female;Marital_Status_C;Marital_Status_D;Marital_Status_O;Marital_Status_S;RESIDENCE_TYPE_A;RESIDENCE_TYPE_C;RESIDENCE_TYPE_O;PROFESSION_CODE_0;PROFESSION_CODE_1;PROFESSION_CODE_2;PROFESSION_CODE_3;PROFESSION_CODE_4;PROFESSION_CODE_5;PROFESSION_CODE_6;PROFESSION_CODE_7;PROFESSION_CODE_8
55;39;1;50;12;0;60;1;1;1;1;120;0.0;1;7;5;815.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;75;1;31;8;0;48;1;1;0;1;0;0.0;1;4;4;3900.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
17;38;1;31;12;0;96;1;1;0;1;12;0.0;1;13;5;200.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;58;1;31;18;0;108;1;1;0;1;120;0.0;1;8;6;180.0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
21;40;1;31;12;0;156;1;1;1;1;144;1000.0;1;10;4;400.0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
8;23;1;31;12;0;216;1;1;0;1;12;0.0;1;4;8;210.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
22;24;1;31;3;0;288;1;1;0;1;24;0.0;1;6;3;355.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
10;23;1;31;23;0;216;1;1;1;1;12;0.0;1;4;7;277.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
10;24;1;31;18;0;36;1;1;1;1;0;0.0;1;4;5;240.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
3;32;1;31;8;0;48;1;1;0;1;168;890.0;1;11;6;1000.0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
55;53;1;23;18;0;360;1;1;0;1;180;0.0;1;7;7;333.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
55;62;1;31;8;0;360;1;1;0;1;0;0.0;1;5;5;470.0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
15;19;1;31;20;0;60;1;1;1;1;48;0.0;1;7;4;154.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
21;45;1;31;8;0;240;1;0;1;1;276;0.0;1;10;6;542.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;38;1;31;8;0;72;1;1;1;1;12;0.0;1;22;6;11000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20;58;1;31;25;0;12;1;1;1;1;12;0.0;1;5;7;1875.0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
18;34;0;50;28;0;12;1;1;1;1;12;0.0;1;12;7;250.0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
25;41;1;31;18;0;12;1;1;0;1;240;0.0;1;7;5;200.0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
16;20;1;31;28;0;24;1;1;0;1;0;0.0;1;19;15;350.0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10;20;1;50;8;0;216;1;1;1;1;24;0.0;1;7;8;764.0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
21;34;0;31;12;0;24;1;1;1;1;168;0.0;0;8;5;400.0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
24;19;1;50;12;0;36;1;0;1;1;12;0.0;1;7;6;200.0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
24;41;1;50;20;0;180;1;1;0;1;24;0.0;1;5;7;800.0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
16;50;1;31;3;0;240;1;1;0;1;324;0.0;1;19;21;1518.0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
21;44;1;31;25;0;60;1;1;1;1;60;0.0;0;7;8;1000.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
17;38;1;31;12;0;288;1;1;0;1;12;0.0;1;13;9;700.0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
4;23;1;31;20;0;252;1;1;1;1;12;0.0;1;15;19;296.0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
22;19;1;31;1;0;228;1;1;1;1;0;0.0;1;9;3;340.0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
2;21;1;31;1;0;12;1;1;1;1;0;0.0;1;16;5;180.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
55;26;1;31;25;0;120;1;1;0;1;0;0.0;1;22;15;400.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
12;57;0;31;18;0;36;1;1;0;1;0;0.0;1;22;6;519.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
8;49;1;31;18;0;120;1;1;0;1;0;0.0;1;5;6;336.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
5;61;1;5;20;0;240;1;1;0;1;0;0.0;1;25;3;1600.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;19;1;31;28;0;228;1;1;1;1;12;0.0;1;12;20;219.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
7;26;1;5;18;0;36;1;1;1;1;36;0.0;1;21;7;2000.0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
25;28;1;31;1;0;12;1;0;1;1;12;0.0;1;7;11;1029.0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
13;28;1;31;12;0;24;1;1;0;1;24;0.0;1;7;9;1000.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;56;1;31;12;0;300;1;1;0;1;12;0.0;1;4;4;306.0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20;20;1;31;8;0;48;1;1;1;1;12;0.0;1;7;7;244.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
1;28;0;50;8;0;336;1;1;0;1;12;0.0;1;6;3;450.0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
24;45;1;31;3;0;180;1;1;0;1;0;996.0;1;15;6;996.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20;45;1;31;12;0;36;1;1;1;1;36;0.0;1;6;7;465.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
25;22;1;31;12;0;120;1;1;1;1;12;0.0;1;6;6;400.0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
25;38;1;31;8;0;72;1;1;1;1;168;0.0;1;5;4;300.0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
11;30;1;31;8;0;48;1;1;1;1;24;0.0;1;22;23;1600.0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
19;51;1;31;8;0;24;1;1;0;1;0;0.0;1;15;22;452.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
25;37;1;31;18;0;156;1;1;1;1;108;0.0;1;10;10;380.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
15;55;1;31;18;0;336;1;1;0;1;0;0.0;1;6;10;0.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
25;48;1;31;8;0;156;1;1;1;1;204;0.0;1;5;7;1300.0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;64;1;31;8;0;36;1;1;0;1;48;0.0;0;12;11;458.0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
23;41;1;31;12;0;36;1;1;1;1;72;0.0;1;6;8;820.0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
22;36;1;50;3;0;132;1;1;0;1;60;1200.0;1;7;6;500.0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;52;1;31;12;0;360;1;1;1;1;252;0.0;1;4;6;400.0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
13;31;1;31;28;0;372;1;1;0;1;0;0.0;1;7;6;800.0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
25;18;0;50;8;0;216;1;1;0;1;36;0.0;1;5;3;280.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
25;52;1;5;8;0;300;1;1;0;1;60;0.0;1;5;7;1399.0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
9;41;1;5;12;0;84;1;1;0;1;0;3200.0;1;11;12;0.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
25;18;1;50;20;0;120;1;1;0;1;60;0.0;1;4;5;600.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
21;37;1;31;1;0;360;1;1;1;1;60;0.0;1;15;6;420.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
24;19;1;31;12;0;228;1;1;1;1;12;0.0;1;6;5;381.0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
12;25;1;31;3;0;120;1;1;0;1;0;0.0;1;21;11;598.0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1;50;1;50;3;0;60;1;1;1;1;300;0.0;1;6;3;2326.0;2;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
25;46;1;50;18;0;192;1;1;0;1;84;0.0;1;8;10;656.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
25;34;1;31;3;0;72;1;1;0;1;132;0.0;0;5;3;692.0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
66;51;1;31;12;0;492;1;1;0;1;36;0.0;1;13;18;400.0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10;57;1;31;8;0;120;1;1;1;1;240;0.0;1;7;4;4000.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3;64;1;31;8;0;108;1;1;0;1;96;0.0;1;7;6;449.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
55;36;1;31;18;0;24;1;1;0;1;48;0.0;1;12;9;550.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
16;34;0;31;28;0;60;1;1;0;1;84;0.0;1;17;21;540.0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
20;19;0;50;12;0;180;1;1;1;1;12;0.0;1;5;5;182.0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
10;43;1;31;3;0;60;1;1;1;1;48;0.0;1;6;3;1300.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
16;21;1;31;12;0;252;1;1;1;1;12;0.0;1;16;7;474.0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
17;50;1;31;20;0;12;1;1;0;1;36;0.0;1;5;16;1600.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;49;0;31;25;0;60;1;1;0;1;0;0.0;1;18;4;502.0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
11;32;0;50;18;0;12;1;1;1;1;24;0.0;1;10;3;226.0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
24;62;1;31;25;0;360;1;1;0;1;12;0.0;1;4;7;727.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
13;22;1;31;28;0;264;1;1;0;1;0;0.0;1;12;5;380.0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
3;19;1;31;12;0;144;1;1;1;1;0;0.0;1;14;14;701.0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;20;1;31;3;0;240;1;0;0;1;12;0.0;1;7;5;309.0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1
25;22;0;50;8;0;24;1;1;1;1;0;0.0;1;8;3;202.0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8;22;1;31;8;0;264;1;1;0;1;12;0.0;1;5;7;350.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
7;21;1;5;20;0;228;1;1;1;1;12;0.0;1;11;17;300.0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
25;36;1;50;12;0;36;1;1;1;1;24;0.0;1;6;3;2164.0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
3;55;1;31;1;0;36;1;0;0;1;180;0.0;1;6;7;1200.0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
55;47;1;31;12;0;456;1;1;0;1;36;0.0;1;15;11;1030.0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
22;18;0;50;25;0;156;1;0;1;1;12;0.0;1;7;3;293.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
12;21;1;31;8;0;60;1;1;1;1;12;0.0;1;20;7;296.0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
17;24;1;31;8;0;12;1;1;0;1;12;0.0;1;25;4;500.0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
21;36;1;31;12;0;180;1;1;1;1;180;0.0;0;22;5;382.0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
6;36;1;5;20;0;384;1;1;0;1;24;0.0;1;9;20;180.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
22;27;0;50;18;0;48;1;1;1;1;24;0.0;1;9;8;575.0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
55;28;0;50;12;0;12;1;1;1;1;24;0.0;1;16;19;700.0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
9;45;1;5;12;0;120;1;1;1;1;216;0.0;1;22;14;2000.0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
15;40;1;31;8;0;36;1;0;1;1;12;0.0;1;6;4;291.0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
25;30;1;31;12;0;12;1;1;1;1;0;0.0;1;10;9;270.0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
16;21;1;31;28;0;36;1;1;0;1;12;0.0;1;8;12;378.0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0
25;27;1;31;12;0;36;1;1;0;1;0;0.0;1;5;7;669.0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
25;31;1;31;18;0;240;1;1;0;1;36;0.0;1;18;16;1520.0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
22;74;0;50;8;0;360;1;1;0;1;12;0.0;1;9;3;1316.0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
11;47;1;31;18;0;60;1;1;0;1;60;0.0;1;24;23;2500.0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;24;1;31;23;0;96;1;1;1;1;60;460.0;1;19;15;476.0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
